aXperc75,aYsd,aYperc90,aZabsmean,aZrootms,aMsd,gMsd,Label
-0.467773,0.152246,-0.576294,0.397554,0.447395,0.05786,79.001568,other
-0.335693,0.168457,-0.520264,0.399849,0.478824,0.042772,31.990727,other
-0.710693,0.043796,-0.628174,0.136162,0.139337,0.030066,10.820996,other
-0.686279,0.117904,-0.401733,0.264106,0.271852,0.063416,68.084111,other
0.133789,0.093554,-0.715942,0.551777,0.569478,0.08061,36.403014,other
0.148438,0.180484,-0.542969,0.529204,0.565502,0.071779,22.493929,other
-0.014893,0.10233,-0.478516,0.7623,0.7679,0.077255,22.523892,other
-0.35083,0.10251,-0.297485,0.792314,0.795473,0.045512,18.93732,other
-0.281738,0.213204,-0.327393,0.694263,0.718729,0.071347,24.861274,other
-0.344727,0.073872,-0.778809,0.223643,0.236373,0.070469,33.085208,other
-0.467773,0.070382,-0.743164,0.150967,0.163105,0.072991,18.219974,other
-0.3479,0.086362,-0.797852,0.197896,0.21181,0.096158,15.086141,other
-0.569092,0.174189,-0.466309,0.112397,0.127726,0.102566,24.931985,other
-0.412109,0.224604,-0.612671,0.134038,0.16583,0.185992,52.418505,other
0.219482,0.330205,-0.321289,0.257026,0.281748,0.192266,74.079573,other
-0.862793,0.126112,-0.170654,0.235854,0.259415,0.117769,38.909553,other
-0.810059,0.095186,-0.355591,0.18228,0.206775,0.064185,32.665598,other
-0.421143,0.230748,-0.281128,0.647817,0.700761,0.109613,65.180444,other
-0.37085,0.157648,-0.242554,0.750796,0.767707,0.078425,50.151541,other
-0.625244,0.163884,-0.405884,0.265732,0.370754,0.059017,68.240889,other
-0.639404,0.189342,-0.328613,0.209624,0.236561,0.081446,36.631266,other
0.076904,0.173274,-0.595581,0.547856,0.572435,0.104723,81.129526,other
0.154297,0.093497,-0.609741,0.63125,0.634872,0.07035,18.071062,other
0.192871,0.035621,-0.687744,0.656787,0.657657,0.023232,6.625603,other
0.204346,0.017847,-0.754883,0.595557,0.59579,0.014978,4.839969,other
0.251465,0.251738,-0.148804,0.828892,0.840718,0.07504,36.434078,other
0.027588,0.153588,-0.42749,0.690835,0.713094,0.130858,42.002537,other
-0.722168,0.0604,-0.460693,0.393008,0.40003,0.069085,27.475445,other
-0.75,0.014741,-0.536865,0.347773,0.348315,0.011433,5.606932,other
-0.756836,0.023744,-0.526855,0.339868,0.340164,0.017438,1.864522,other
-0.142822,0.155227,-0.501099,0.48834,0.499766,0.092071,31.826566,other
0.119873,0.146126,-0.61499,0.537158,0.550528,0.12949,54.276144,other
0.188965,0.216922,-0.350342,0.756953,0.791702,0.155956,39.846067,other
-0.221924,0.180704,0.144409,0.907935,0.911688,0.083673,49.49799,other
-0.428711,0.131588,-0.501099,0.581167,0.589555,0.087205,57.158045,other
-0.352295,0.254185,-0.197021,0.50543,0.5482,0.127002,65.984345,other
-0.282959,0.103163,0.032349,0.945933,0.94708,0.03733,12.459597,other
-0.309814,0.244387,-0.266113,0.71207,0.743031,0.075005,35.405048,other
-0.375488,0.115781,-0.575439,0.547163,0.557228,0.054884,22.35124,other
-0.376465,0.092389,-0.754028,0.052104,0.06428,0.059632,36.952875,other
-0.331543,0.035075,-0.890259,0.122856,0.131681,0.029656,8.118135,other
-0.421875,0.057393,-0.811279,0.056929,0.072342,0.05395,8.191419,other
-0.354492,0.235344,-0.346558,0.373921,0.497057,0.418081,48.246935,other
-0.664063,0.143854,-0.452393,0.345908,0.368165,0.126816,49.158915,other
-0.239746,0.113331,-0.081177,0.908057,0.911285,0.06526,36.148692,other
-0.30127,0.159778,-0.176758,0.795757,0.812549,0.048181,14.945697,other
-0.312256,0.11406,-0.570557,0.618813,0.623625,0.085975,14.912979,other
-0.310791,0.155854,-0.536377,0.62272,0.631743,0.080423,27.783107,other
-0.486816,0.152209,-0.42688,0.442559,0.486505,0.098125,60.56657,other
-0.390381,0.073792,-0.384033,0.783037,0.784797,0.049438,10.742235,other
-0.376221,0.19214,-0.420532,0.568311,0.606237,0.12716,82.146821,other
-0.415527,0.079755,-0.366455,0.756475,0.759524,0.042963,11.654812,other
-0.394043,0.180212,-0.380249,0.471069,0.529922,0.06002,33.410864,other
-0.350586,0.260881,0.118042,0.529263,0.577547,0.122317,76.178483,other
-0.12915,0.083655,0.269531,0.98501,0.986531,0.068519,18.773072,other
-0.32373,0.218589,-0.047485,0.815215,0.822362,0.124203,34.31958,other
-0.339844,0.102772,-0.15979,0.873296,0.875131,0.035315,11.753323,other
-0.359619,0.123898,-0.342163,0.79998,0.804739,0.037083,17.855564,other
-0.463135,0.129734,-0.58728,0.207349,0.229446,0.039875,36.743847,other
0.006836,0.19489,-0.469238,0.455532,0.499475,0.120518,72.269777,other
-0.040771,0.118922,-0.48877,0.676812,0.696772,0.111666,40.86303,other
-0.501465,0.232252,-0.057007,0.743115,0.756711,0.051552,20.796799,other
-0.449707,0.100963,-0.067993,0.85604,0.85775,0.043332,16.519724,other
-0.390625,0.126634,-0.329468,0.718418,0.724787,0.047819,19.531753,other
-0.412598,0.089842,-0.292969,0.768389,0.771832,0.043248,12.307775,other
-0.436279,0.208113,-0.359253,0.337397,0.358944,0.063727,27.093286,other
-0.640137,0.187567,-0.264771,0.347344,0.365753,0.042096,29.687941,other
-0.479736,0.04426,-0.684448,0.502085,0.505091,0.028113,6.754702,other
-0.361084,0.120673,-0.274536,0.81832,0.822086,0.036016,23.043247,other
-0.344482,0.19278,-0.291138,0.728989,0.741043,0.067067,25.882239,other
-0.409912,0.224343,-0.603271,0.258247,0.326175,0.132342,79.110608,other
-0.47876,0.199157,-0.424805,0.519438,0.594156,0.074796,81.557434,other
-0.474121,0.150603,-0.386963,0.624756,0.644479,0.076826,40.364597,other
0.048828,0.251393,-0.317505,0.523789,0.554838,0.140266,70.713788,other
0.055664,0.116779,-0.75769,0.422607,0.456384,0.077544,27.744202,other
0.022705,0.071779,-0.858276,0.293008,0.309711,0.056392,25.655796,other
0.179688,0.263554,-0.446045,0.469512,0.588146,0.159689,57.001601,other
0.036377,0.267375,-0.010376,0.850176,0.869784,0.134798,69.825743,other
-0.321777,0.231416,0.122437,0.865854,0.871203,0.06804,31.993535,other
-0.27832,0.122842,0.040894,0.92355,0.925437,0.046462,10.564635,other
-0.330078,0.126162,-0.367065,0.733467,0.748788,0.088154,22.255957,other
-0.380371,0.122107,-0.257935,0.793027,0.797262,0.047489,21.102031,other
-0.354736,0.120727,-0.324585,0.742534,0.74681,0.062728,16.123486,other
-0.50293,0.189821,-0.391479,0.445078,0.455733,0.092195,39.186864,other
-0.380127,0.13988,-0.358398,0.620522,0.657525,0.072105,62.102651,other
-0.471191,0.160551,-0.374512,0.505493,0.529868,0.068388,38.532527,other
-0.374756,0.112229,-0.252075,0.802729,0.804416,0.055103,58.170195,other
-0.387695,0.064799,-0.49292,0.698853,0.701788,0.04295,11.063027,other
-0.407715,0.18697,-0.400513,0.50105,0.533409,0.093661,42.008642,other
-0.399658,0.128315,-0.410889,0.637886,0.66122,0.065972,57.234473,other
-0.413574,0.134968,-0.470093,0.429375,0.468086,0.056418,24.0405,other
-0.390869,0.122704,-0.355957,0.670908,0.706434,0.047587,53.235277,other
-0.368164,0.13865,-0.333618,0.735093,0.743588,0.060142,24.72682,other
-0.360352,0.198122,-0.402222,0.56168,0.610716,0.063889,37.05894,other
-0.355957,0.176215,-0.262695,0.564692,0.608606,0.068172,65.162975,other
-0.348633,0.106106,-0.476685,0.715659,0.719104,0.051723,13.155626,other
-0.29541,0.151633,-0.522095,0.296104,0.319645,0.028267,13.893656,other
-0.488037,0.145479,-0.534668,0.281245,0.347177,0.11075,28.770008,other
0.335693,0.123563,-0.485107,0.712168,0.725573,0.096641,75.580436,other
0.384277,0.129814,-0.547974,0.632778,0.642922,0.095019,14.775082,other
-0.279297,0.142957,-0.419556,0.718105,0.733822,0.055062,76.150407,other
0.026367,0.197373,-0.437134,0.561294,0.590453,0.072919,37.591031,other
-0.367188,0.267723,-0.233154,0.628418,0.671871,0.068942,52.3353,other
-0.213135,0.351822,-0.038574,0.734805,0.765348,0.124329,65.900738,other
-0.073486,0.351769,-0.066162,0.738384,0.764883,0.107038,59.989737,other
-0.502686,0.147206,-0.416016,0.442837,0.458416,0.062371,34.120075,other
-0.480713,0.067439,-0.581299,0.510879,0.511617,0.055973,12.159744,other
-0.45459,0.037335,-0.574097,0.606411,0.607914,0.032762,25.1865,other
-0.300293,0.071902,-0.739136,0.463525,0.473661,0.039279,27.156866,other
-0.462646,0.112845,-0.552612,0.480498,0.521065,0.067416,38.323354,other
-0.422852,0.038798,-0.479858,0.734985,0.735301,0.011062,4.716928,other
-0.423096,0.067114,-0.471436,0.730503,0.732434,0.022915,21.313936,other
-0.34375,0.093829,-0.686157,0.385557,0.403689,0.021233,52.840175,other
-0.24292,0.287137,-0.157959,0.773896,0.798169,0.107329,51.66919,other
-0.522461,0.131566,-0.549194,0.277354,0.285591,0.052476,22.89832,other
-0.197021,0.155798,-0.4021,0.63688,0.6472,0.044073,30.797336,other
-0.372314,0.215116,-0.348511,0.433638,0.458289,0.070716,58.814267,other
-0.265625,0.060288,-0.77002,0.467739,0.475925,0.047104,15.487979,other
-0.426025,0.117871,-0.394653,0.688379,0.698706,0.064584,23.684933,other
-0.361328,0.070762,-0.436035,0.754561,0.759153,0.052034,14.967847,other
-0.313965,0.201225,-0.378784,0.653735,0.670765,0.06337,29.27159,other
-0.246826,0.187945,-0.400391,0.532935,0.549011,0.051774,34.949999,other
-0.306152,0.167953,-0.438477,0.447559,0.517792,0.05664,51.019076,other
-0.413818,0.13202,-0.30188,0.80541,0.816442,0.032661,44.039193,other
-0.258301,0.216524,-0.313232,0.671812,0.685978,0.044408,21.969503,other
-0.491699,0.131842,-0.535278,0.407368,0.415161,0.051258,30.572275,other
-0.437256,0.203886,-0.244751,0.671616,0.687743,0.073128,44.399781,other
-0.526367,0.201413,-0.442017,0.171816,0.193325,0.046085,25.803734,other
-0.781494,0.067776,-0.499878,0.086523,0.100621,0.030647,21.519372,other
-0.602783,0.036772,-0.712891,0.13583,0.140008,0.022494,5.206533,other
-0.544922,0.023901,-0.790161,0.128799,0.133859,0.014666,4.544323,other
-0.515137,0.120797,-0.616821,0.13252,0.201964,0.031294,55.488583,other
-0.554688,0.14873,-0.352783,0.525933,0.536902,0.035676,22.680897,other
-0.347168,0.286039,-0.278076,0.477456,0.514388,0.149691,40.461016,other
-0.426514,0.016935,-0.805664,0.374961,0.375127,0.010593,1.320612,other
-0.419189,0.13842,-0.573486,0.328799,0.337729,0.11062,35.319001,other
-0.774414,0.088819,-0.326904,0.209917,0.230948,0.220043,19.463388,other
-0.773438,0.030207,-0.548462,0.196143,0.199622,0.019655,5.689519,other
-0.759766,0.081147,-0.503906,0.085513,0.096194,0.027258,44.599093,other
0.055908,0.164569,-0.541382,0.481064,0.501804,0.093385,44.13114,other
-0.336182,0.106035,-0.399414,0.711387,0.716051,0.047381,24.291884,other
-0.433838,0.048327,-0.370605,0.760981,0.762676,0.023948,8.609867,other
-0.358154,0.079975,-0.456665,0.694087,0.696993,0.030804,12.558258,other
-0.672852,0.042791,-0.615356,0.313193,0.333901,0.027796,14.172128,other
-0.322754,0.109858,-0.478149,0.550015,0.5781,0.026941,32.360894,other
-0.30957,0.075437,-0.489136,0.66752,0.672543,0.028997,24.696047,other
-0.609863,0.029051,-0.758057,0.069058,0.105565,0.019413,14.040245,other
-0.625732,0.059355,-0.656372,0.088149,0.090748,0.021172,13.206382,other
-0.64624,0.105146,-0.489014,0.234365,0.305789,0.040506,23.129658,other
-0.573975,0.039593,-0.429932,0.619063,0.622217,0.030014,8.486447,other
-0.466797,0.096474,-0.477905,0.636733,0.642894,0.041038,21.825382,other
-0.659668,0.151058,-0.393311,0.331079,0.340576,0.040766,26.673558,other
-0.66748,0.055763,-0.455811,0.499712,0.503002,0.026353,18.779007,other
-0.542236,0.041075,-0.57605,0.541626,0.542284,0.011493,4.77294,other
-0.467285,0.05902,-0.543335,0.574116,0.576368,0.027027,9.615358,other
-0.529785,0.112902,-0.431641,0.618242,0.622712,0.055951,27.040894,other
-0.326416,0.12208,-0.458374,0.469614,0.556209,0.052314,37.789564,other
-0.194092,0.092511,-0.474854,0.768218,0.772423,0.051028,29.42755,other
-0.32666,0.182694,-0.227295,0.61123,0.66533,0.086032,57.652317,other
-0.350342,0.105463,-0.68811,0.489536,0.493673,0.070393,41.513783,other
-0.480957,0.044658,-0.592163,0.572622,0.573846,0.020391,6.804819,other
-0.494141,0.13561,-0.568604,0.337861,0.409093,0.030625,21.353642,other
-0.551758,0.061504,-0.705078,0.125649,0.13413,0.036864,27.432515,other
-0.493164,0.057604,-0.64624,0.473101,0.486966,0.028382,17.120934,other
-0.477539,0.241769,-0.25647,0.58311,0.608713,0.098473,44.788692,other
-0.158447,0.120366,-0.439575,0.708921,0.711237,0.034433,14.884221,other
-0.217041,0.082341,-0.707031,0.420425,0.463792,0.04535,22.895195,other
-0.610596,0.05156,-0.631592,0.285098,0.323679,0.027188,38.948202,other
-0.477783,0.052319,-0.62561,0.496484,0.504809,0.021171,5.241593,other
-0.461426,0.053151,-0.591919,0.600728,0.603376,0.042237,13.094228,other
-0.39624,0.168949,-0.507813,0.46938,0.509194,0.047511,29.026947,other
-0.492188,0.074709,-0.724243,0.105181,0.109212,0.033171,10.200533,other
-0.531738,0.142097,-0.551392,0.15355,0.174868,0.059131,33.428229,other
-0.347656,0.127287,-0.69104,0.304917,0.311282,0.04322,41.408641,other
-0.553467,0.066743,-0.205322,0.75668,0.759315,0.049581,14.231072,other
-0.566162,0.01209,-0.308838,0.755811,0.755888,0.008745,1.746374,other
-0.55542,0.240998,-0.236328,0.538628,0.587859,0.068736,46.63144,other
-0.561279,0.117237,-0.359375,0.568892,0.59482,0.048544,53.401865,other
-0.680908,0.512312,0.696533,0.293857,0.449707,0.182263,88.578537,other
-0.112793,0.350964,0.262207,0.7396,0.795675,0.133519,66.248629,other
-0.711914,0.058045,-0.406738,0.482275,0.495076,0.030761,24.174751,other
-0.531006,0.187721,-0.386963,0.378823,0.45718,0.069055,33.895013,other
-0.329102,0.036585,-0.354614,0.848662,0.849004,0.017114,13.469259,other
-0.336426,0.067441,-0.269897,0.865522,0.865999,0.012772,13.333564,other
-0.332275,0.043836,-0.252075,0.876714,0.877115,0.015407,9.351161,other
-0.425781,0.26786,-0.300659,0.417393,0.536329,0.06876,49.672909,other
0.165283,0.189594,-0.31189,0.592314,0.655143,0.111934,70.180325,other
-0.243408,0.142631,-0.448242,0.63229,0.661813,0.075977,40.685042,other
-0.4021,0.132914,-0.135742,0.850063,0.852676,0.047244,24.668311,other
-0.312744,0.135321,0.054199,0.896865,0.90282,0.063377,26.625823,other
-0.172852,0.224071,-0.138672,0.811558,0.821038,0.107592,39.838539,other
-0.265137,0.06937,-0.255127,0.884658,0.888165,0.050693,16.070184,other
-0.26001,0.057294,-0.176636,0.928306,0.929067,0.026301,13.466307,other
-0.235596,0.078228,-0.073853,0.942617,0.943461,0.035889,10.995318,other
-0.197998,0.049158,-0.012573,0.978198,0.978456,0.022139,5.40284,other
-0.233398,0.055812,-0.037231,0.960391,0.96234,0.050941,13.201139,other
-0.287354,0.067857,-0.160522,0.911099,0.913447,0.047655,15.791909,other
-0.300537,0.084584,-0.108643,0.916035,0.917966,0.047818,14.175183,other
-0.066162,0.154825,-0.21582,0.895308,0.908872,0.150305,29.85416,other
-0.092773,0.152233,-0.196533,0.830811,0.848358,0.084714,19.93668,other
-0.56543,0.121706,-0.298706,0.664116,0.66956,0.035057,32.197238,other
-0.543457,0.093194,-0.636719,0.18999,0.226022,0.038985,20.290693,other
-0.636963,0.066529,-0.609863,0.23543,0.290816,0.025298,26.985085,other
-0.268799,0.215008,-0.274292,0.65436,0.71044,0.068033,39.471072,other
-0.111816,0.156477,-0.28186,0.830039,0.841997,0.078827,33.539948,other
-0.281006,0.34119,-0.141235,0.630576,0.691126,0.071415,36.19274,other
-0.617432,0.179018,-0.341431,0.264302,0.376776,0.051994,43.094282,other
-0.626221,0.014297,-0.354736,0.680342,0.680492,0.01082,3.650534,other
-0.627197,0.006934,-0.367554,0.680703,0.680737,0.005215,0.931493,other
-0.620361,0.006557,-0.370972,0.685386,0.685417,0.004819,1.059431,other
-0.587402,0.161832,-0.371094,0.593906,0.620926,0.052887,65.779018,other
-0.119873,0.204363,-0.00293,0.927583,0.93688,0.087482,29.452595,other
-0.140381,0.084874,0.114258,0.968052,0.972171,0.074168,12.710964,other
-0.229492,0.300423,0.095703,0.802979,0.8123,0.058478,35.553317,other
-0.426758,0.129458,-0.496948,0.52374,0.552775,0.047858,24.016296,other
-0.260498,0.037616,-0.633911,0.717129,0.717553,0.033453,13.721831,other
-0.282959,0.005184,-0.644043,0.703013,0.703035,0.00577,0.752456,other
-0.282471,0.004819,-0.645264,0.70228,0.702304,0.005733,0.774824,other
-0.286133,0.103621,-0.422119,0.762344,0.766324,0.044764,15.375851,other
-0.259766,0.14923,-0.235107,0.832627,0.843587,0.058965,29.7427,other
-0.276855,0.13552,-0.509155,0.630664,0.641423,0.048048,27.708339,other
-0.303955,0.178205,-0.459595,0.566885,0.591307,0.047457,25.343958,other
-0.372803,0.089638,-0.588379,0.408276,0.43473,0.066167,29.986862,other
-0.247314,0.105063,-0.640991,0.63748,0.642991,0.055342,13.837822,other
0.135986,0.140813,-0.227417,0.77166,0.780587,0.074629,52.400081,other
-0.22583,0.073574,-0.010132,0.941665,0.942635,0.026297,11.12103,other
-0.255615,0.012711,0.006348,0.965396,0.965576,0.013411,5.016556,other
-0.293457,0.01094,-0.002441,0.954385,0.954487,0.013765,4.976349,other
-0.304932,0.315154,-0.040161,0.845508,0.861049,0.074116,64.802135,other
0.09668,0.177949,-0.35791,0.7252,0.73951,0.120668,60.693107,other
-0.248291,0.165247,-0.351074,0.735537,0.74177,0.045598,30.371641,other
-0.126465,0.149622,-0.089844,0.911724,0.917874,0.075235,33.682525,other
-0.151611,0.158719,-0.014526,0.924141,0.93257,0.09439,26.167001,other
-0.34668,0.227308,-0.320313,0.585483,0.622641,0.072243,34.078417,other
-0.432129,0.138874,-0.556152,0.290942,0.365251,0.058101,28.656124,other
-0.296143,0.096686,-0.7052,0.272773,0.293099,0.035983,27.385448,other
-0.280029,0.016041,-0.897095,0.287446,0.287986,0.013073,4.152649,other
-0.322754,0.005261,-0.891479,0.296719,0.296783,0.00534,1.302366,other
-0.317627,0.004462,-0.889526,0.309731,0.309792,0.004186,0.651891,other
-0.31958,0.004513,-0.890015,0.309775,0.309834,0.003911,0.748127,other
-0.325195,0.003186,-0.889282,0.30915,0.309171,0.003827,0.572455,other
-0.328369,0.052016,-0.80542,0.327368,0.329292,0.034021,20.041823,other
-0.406494,0.087113,-0.541504,0.652593,0.65695,0.042734,15.410138,other
-0.454834,0.049136,-0.5,0.686934,0.689157,0.040546,5.449664,other
-0.44043,0.098421,-0.675293,0.165244,0.212535,0.05695,28.65903,other
-0.314209,0.090941,-0.733643,0.374404,0.408403,0.027497,18.899392,other
-0.319824,0.06782,-0.703125,0.532119,0.538314,0.042781,19.483435,other
-0.469238,0.131007,-0.258179,0.720405,0.734494,0.063436,39.109232,other
-0.326904,0.217677,-0.327759,0.626836,0.686408,0.104804,49.760695,other
-0.302979,0.028568,-0.72583,0.602715,0.603298,0.024751,20.367482,other
-0.324707,0.004085,-0.739258,0.581738,0.58176,0.00527,0.699373,other
-0.328125,0.00543,-0.735718,0.582671,0.582688,0.004342,0.721734,other
-0.331543,0.004492,-0.732422,0.585381,0.585402,0.004846,0.792634,other
-0.397461,0.156768,-0.347412,0.742339,0.756909,0.099516,39.125654,other
-0.318115,0.156645,-0.272461,0.813096,0.824902,0.096681,27.290612,other
-0.252686,0.232446,-0.347046,0.382588,0.442721,0.074639,41.667109,other
-0.302979,0.074764,-0.717529,0.530181,0.542789,0.05069,37.544743,other
-0.315186,0.028033,-0.773438,0.553398,0.555342,0.039688,0.628541,other
-0.380371,0.118347,-0.296631,0.777725,0.784891,0.062463,25.645429,other
-0.395508,0.221336,-0.212891,0.762393,0.775547,0.048687,30.361949,other
-0.403564,0.169307,-0.451294,0.55916,0.588148,0.064825,30.255768,other
-0.334473,0.099008,-0.270874,0.802539,0.804821,0.042265,25.217392,other
-0.719727,0.231661,0.306396,0.384204,0.465497,0.108514,62.626461,other
-0.932617,0.01918,0.154785,0.347485,0.348619,0.010027,4.661135,other
-0.928223,0.015554,0.134277,0.361968,0.362791,0.007743,1.495946,other
-0.924561,0.014971,0.115601,0.380762,0.381146,0.007064,1.95796,other
-0.925537,0.012258,0.111084,0.380356,0.380672,0.006115,1.346649,other
-0.925537,0.008775,0.104126,0.379258,0.379392,0.003358,0.884217,other
-0.92627,0.006188,0.103394,0.381821,0.381853,0.002635,1.147742,other
-0.925537,0.004782,0.097778,0.385391,0.385404,0.001696,0.330772,other
-0.924805,0.008257,0.100464,0.384028,0.384148,0.003715,0.401969,other
-0.919922,0.014047,0.100098,0.39562,0.395781,0.002867,1.377523,other
-0.919678,0.005127,0.079224,0.402163,0.402179,0.001704,0.531721,other
-0.920654,0.003613,0.079224,0.399717,0.399732,0.001243,0.449202,other
-0.920166,0.003906,0.081055,0.39979,0.399801,0.001654,0.450623,other
-0.920654,0.003317,0.081299,0.400332,0.40034,0.001777,0.241678,other
-0.919678,0.003874,0.082642,0.401743,0.40175,0.001738,0.301465,other
-0.920898,0.00949,0.089844,0.397759,0.397911,0.004851,0.684398,other
-0.925293,0.005289,0.096191,0.386768,0.386792,0.001714,0.510577,other
-0.924072,0.00477,0.097168,0.38853,0.388539,0.001953,0.448388,other
-0.927002,0.010301,0.108521,0.377065,0.377167,0.002968,1.317168,other
-0.927246,0.011968,0.112183,0.374995,0.375147,0.00581,1.315087,other
-0.928955,0.003823,0.111694,0.374668,0.374677,0.001401,0.573344,other
-0.859619,0.138275,0.308838,0.397314,0.416174,0.054882,46.558543,other
-0.841309,0.091306,0.465332,0.328706,0.339633,0.038898,41.578591,other
2.145996,2.688091,3.705322,1.464092,2.255267,2.913754,282.139632,Hitting
1.05957,2.417717,2.971558,1.111099,2.15908,3.014338,330.707313,Hitting
1.126221,2.374887,3.156128,1.307744,2.294035,2.749698,286.309418,Hitting
1.147461,2.658636,2.703491,2.272358,3.267345,3.260091,306.025013,Hitting
2.102783,2.452026,3.137329,1.437686,1.923548,2.61865,288.393876,Hitting
1.765625,2.099483,2.588745,1.045708,1.614064,2.185798,284.29316,Hitting
1.840088,2.627663,2.339233,2.035903,2.940823,3.558863,281.953557,Hitting
2.770996,2.923041,3.56897,1.7796,2.385902,2.76768,267.447667,Hitting
2.525146,2.504529,2.081665,1.248467,1.995634,2.711373,220.810208,Hitting
1.744141,3.071518,2.998047,1.818745,2.660237,2.790646,321.332332,Hitting
1.427002,3.265326,4.906128,2.798306,3.567417,2.785723,338.056263,Hitting
0.607422,2.711299,3.42749,1.828999,2.650205,2.762907,258.030075,Hitting
1.980225,2.960806,4.75061,1.064761,1.765867,3.12393,274.104066,Hitting
2.42627,3.148379,3.788208,1.284834,1.820599,2.561762,292.466851,Hitting
0.978027,2.582377,3.469482,1.606318,2.535554,3.058494,265.589235,Hitting
2.594971,2.327471,3.874512,1.89063,2.70406,3.149285,310.451826,Hitting
1.525391,3.123203,4.609619,1.980317,2.734565,3.034966,313.389462,Hitting
1.762939,1.68053,2.140747,1.984229,2.563174,2.559013,256.187452,Hitting
2.859619,3.133119,4.395996,1.565186,2.252527,3.131446,358.25951,Hitting
2.650146,3.575006,4.339478,1.165205,1.616019,2.961614,317.379299,Hitting
2.819336,3.414384,4.462036,1.186382,1.717976,2.509285,311.333249,Hitting
3.099609,3.098205,3.406372,1.750776,2.7044,3.15065,294.027406,Hitting
2.361816,3.225094,4.046143,1.353608,1.947835,2.755606,291.650867,Hitting
2.585938,2.385799,2.461914,1.929976,2.683409,2.964969,312.450308,Hitting
3.194824,2.085339,1.241333,2.487505,3.175525,3.128308,270.970536,Hitting
3.106201,1.520238,1.410522,2.218486,2.83688,2.570569,270.943183,Hitting
2.74707,2.95044,2.328735,1.431714,2.353167,3.326885,261.656968,Hitting
2.530029,3.417432,3.869507,1.405107,2.174689,2.989537,310.468309,Hitting
2.417969,1.814654,1.882568,2.172095,3.090747,3.086915,277.544029,Hitting
3.28833,2.083587,2.690796,3.311221,4.082681,2.924267,247.050411,Hitting
2.710205,2.389581,2.677979,2.434697,3.305104,3.172448,257.200246,Hitting
3.046387,2.20301,1.623535,2.379272,3.206392,3.130563,237.019482,Hitting
2.382568,1.403808,1.146973,1.772817,2.474336,2.814519,355.641622,Hitting
2.213135,2.270149,1.893066,1.57042,2.299432,2.983311,357.829715,Hitting
2.305176,2.613218,2.573486,1.441245,2.142577,2.729594,302.34532,Hitting
2.29834,2.394476,2.504272,1.890981,2.728871,3.004084,307.677911,Hitting
-0.030518,2.116399,0.757813,0.804233,1.742242,2.678792,163.381109,Hitting
-0.093506,1.714657,0.517822,0.432896,0.575917,1.862836,151.303127,Hitting
0.045654,1.560714,0.769409,0.534458,1.364814,2.148575,149.272063,Hitting
-0.007813,1.890478,0.336182,0.70981,1.677582,2.593601,122.38594,Hitting
-0.145508,1.820991,0.412476,0.689639,1.505808,2.349567,127.412505,Hitting
0.172363,1.599294,0.812744,0.596416,1.370572,2.160013,142.228345,Hitting
-0.044189,0.996026,0.413696,0.398145,0.586588,0.902077,142.251828,Hitting
-0.148438,0.991293,0.314941,0.366646,0.513135,1.104608,130.744487,Hitting
0.174072,1.898279,0.657715,0.700752,1.728718,2.520127,121.689391,Hitting
-0.061279,1.994395,0.728638,0.65165,1.356428,2.475421,156.138952,Hitting
-0.034424,1.413867,0.320068,0.553931,1.053353,1.827752,141.650134,Hitting
-0.056396,1.070175,0.618652,0.358701,0.57595,0.947079,152.253374,Hitting
0.046631,1.448694,0.400757,0.488433,0.751747,1.743223,138.737382,Hitting
0.072021,0.808237,0.78772,0.359492,0.561882,0.850351,134.568825,Hitting
0.271484,1.836172,1.870728,0.886157,1.504875,2.064005,176.37378,Hitting
-0.003662,0.998312,0.307861,0.455723,0.59373,0.880411,160.605695,Hitting
-0.094482,1.712619,0.50647,0.556323,1.272279,2.289871,147.147253,Hitting
0.261475,2.061913,0.992188,0.859858,1.707825,2.668159,132.834108,Hitting
-0.046875,0.904502,0.289063,0.46915,0.583985,0.725609,158.745464,Hitting
0.278809,2.396996,1.232178,0.901294,1.906149,3.00377,150.713567,Hitting
0.940918,2.367053,2.491699,1.028682,1.615369,1.865939,191.302788,Hitting
0.217041,1.486437,1.855103,0.670728,1.041638,1.336308,239.495757,Hitting
0.736816,1.794361,2.994385,0.874883,1.144483,1.542339,267.407035,Hitting
0.286133,2.352059,1.521973,1.037959,1.905711,2.826939,267.545197,Hitting
0.271484,1.902801,1.473389,0.675806,1.203303,2.099303,262.505403,Hitting
0.72583,2.720042,3.423828,1.366807,2.089417,2.79996,268.930719,Hitting
1.038574,2.097448,2.633545,1.209209,1.791315,2.313673,231.046548,Hitting
1.004639,3.507072,3.691895,1.337783,2.37587,3.363662,227.522859,Hitting
1.343506,3.068328,4.612549,1.667246,2.297633,2.681277,246.355238,Hitting
0.817627,2.103658,3.057373,1.022969,1.582593,2.087605,214.598496,Hitting
1.467773,2.499904,3.449097,2.932441,3.587516,2.843581,309.967721,Hitting
1.248291,2.009184,1.440796,3.082593,3.947209,3.120515,323.163365,Hitting
0.777588,2.693444,3.797119,1.407378,2.044824,2.751097,323.936105,Hitting
0.840088,2.756507,4.771118,0.929019,1.65732,2.783448,258.638578,Hitting
1.017578,3.621441,5.438721,1.631675,2.23127,2.817783,260.702566,Hitting
0.353516,2.692651,3.975342,2.121763,3.039662,2.976543,306.408297,Hitting
