aXperc75,aYsd,aYperc90,aZabsmean,aZrootms,aMsd,gMsd,Label
-0.355957,0.525571,0.714233,0.72771,0.775538,0.369847,70.140214,Brushing
-0.295166,0.467092,0.466309,0.748657,0.784501,0.289029,62.932775,Brushing
-0.426758,0.353326,0.016357,0.654316,0.729305,0.225094,50.467397,Brushing
-0.321045,0.360229,0.035889,0.657939,0.706887,0.250382,66.640215,Brushing
-0.1604,0.387419,0.258911,0.780269,0.825663,0.326572,58.653134,Brushing
-0.197754,0.478665,0.650024,0.804849,0.853827,0.341457,62.703476,Brushing
-0.358398,0.413946,0.623657,0.780259,0.816588,0.332404,65.957086,Brushing
-0.344482,0.421829,0.501709,0.739473,0.784455,0.337734,61.826219,Brushing
-0.317627,0.436419,0.41748,0.713433,0.750308,0.3159,52.52909,Brushing
-0.373535,0.411351,0.313843,0.690039,0.721857,0.260295,54.728857,Brushing
-0.506104,0.454339,0.586304,0.748789,0.776204,0.226838,50.448671,Brushing
-0.428467,0.4783,0.213501,0.605337,0.623358,0.327302,39.687522,Brushing
-0.364258,0.551691,0.344482,0.744561,0.765676,0.301789,50.102328,Brushing
-0.39209,0.550046,0.626343,0.81502,0.842371,0.230285,63.342061,Brushing
-0.488281,0.555703,0.688965,0.803101,0.835288,0.242141,60.973126,Brushing
-0.456543,0.548809,0.667236,0.728462,0.746714,0.264588,48.675791,Brushing
-0.529053,0.594881,0.936768,0.736587,0.751106,0.294133,45.108884,Brushing
-0.478027,0.551239,0.749512,0.712178,0.733611,0.288306,44.640029,Brushing
-0.477539,0.579231,0.762085,0.739551,0.757545,0.296124,46.030122,Brushing
-0.475586,0.56827,0.887207,0.734766,0.751845,0.280863,50.20872,Brushing
-0.534912,0.458494,0.466675,0.730166,0.745649,0.215501,41.090971,Brushing
-0.485596,0.459376,0.697388,0.701904,0.738297,0.28839,65.203924,Brushing
-0.292236,0.378143,0.502197,0.614063,0.658769,0.353409,81.936771,Brushing
-0.387939,0.588683,1.051025,0.68813,0.749969,0.423359,71.258385,Brushing
-0.503662,0.385162,0.483032,0.548564,0.596212,0.299251,62.524439,Brushing
-0.532227,0.381395,0.647583,0.524072,0.597375,0.329952,71.402405,Brushing
-0.61499,0.326956,0.479736,0.476426,0.557068,0.238561,67.317034,Brushing
-0.667725,0.232312,0.526245,0.36272,0.452238,0.199193,45.59923,Brushing
-0.642578,0.323295,0.489136,0.440474,0.528454,0.238807,60.688505,Brushing
-0.553711,0.345124,0.44873,0.533247,0.599537,0.292237,55.247411,Brushing
-0.61499,0.430164,0.630859,0.516592,0.594407,0.26898,50.792346,Brushing
-0.590332,0.335142,0.352295,0.502231,0.571723,0.246854,66.199701,Brushing
-0.702881,0.484694,0.308228,0.550566,0.56777,0.22335,73.922149,Brushing
-0.601563,0.725369,0.85437,0.572983,0.611456,0.313242,56.977773,Brushing
-0.540771,0.734956,0.86853,0.554873,0.575473,0.305897,55.230691,Brushing
-0.601318,0.694559,0.563843,0.617354,0.629785,0.274502,65.163918,Brushing
-0.553711,0.824049,0.540771,0.551182,0.562363,0.398583,53.976323,Brushing
-0.541992,0.774479,0.808594,0.565068,0.576563,0.341418,57.272452,Brushing
-0.463379,0.751329,0.644287,0.630244,0.649465,0.348769,62.811085,Brushing
-0.446045,0.670442,0.781372,0.83856,0.854959,0.299641,93.579096,Brushing
-0.439209,0.68323,0.834717,0.855435,0.867208,0.270574,76.012783,Brushing
-0.443848,0.661879,0.525391,0.788525,0.80707,0.297528,80.42712,Brushing
-0.431396,0.568392,0.760864,0.716729,0.756329,0.338802,76.576945,Brushing
-0.49585,0.561541,0.594482,0.672026,0.72008,0.308787,65.347449,Brushing
-0.540771,0.538693,0.555664,0.676104,0.711788,0.285814,63.087258,Brushing
-0.447266,0.493746,0.689087,0.66334,0.720351,0.32524,65.512245,Brushing
-0.554199,0.40272,0.368042,0.611743,0.6571,0.280438,54.569694,Brushing
-0.574707,0.414632,0.573242,0.577295,0.624378,0.232734,45.530692,Brushing
-0.601807,0.414661,0.495728,0.573091,0.634423,0.222456,58.111507,Brushing
-0.616943,0.281365,0.648071,0.452231,0.55832,0.229404,49.139673,Brushing
-0.548828,0.353483,0.487549,0.509492,0.610222,0.299564,55.967326,Brushing
-0.527832,0.395819,0.428833,0.549102,0.606244,0.304997,64.102154,Brushing
-0.645752,0.500052,0.339966,0.536729,0.561959,0.27075,77.13654,Brushing
-0.667236,0.764009,0.804565,0.542212,0.580196,0.309734,61.656002,Brushing
-0.615723,0.591662,0.66687,0.640308,0.669433,0.241017,74.343611,Brushing
-0.457764,0.46402,0.321899,0.648975,0.6937,0.334923,70.94286,Brushing
-0.463867,0.322348,0.204224,0.619365,0.672162,0.262443,63.495806,Brushing
-0.490967,0.277594,0.184937,0.527852,0.590888,0.271001,61.084279,Brushing
-0.609619,0.419444,0.164795,0.520801,0.55472,0.307526,78.662803,Brushing
-0.604492,0.654639,0.567505,0.495596,0.525741,0.29984,70.774357,Brushing
-0.541016,0.656993,0.651123,0.620952,0.649994,0.261707,72.149798,Brushing
-0.543457,0.646902,0.663696,0.674434,0.710003,0.289957,87.550535,Brushing
0.998291,0.325237,0.210083,0.628896,0.678819,0.323051,36.283388,Brushing
1.128418,0.391629,0.821655,0.565356,0.607193,0.360948,43.442381,Brushing
1.054932,0.48612,1.005249,0.617417,0.632617,0.461929,32.785635,Brushing
1.202637,0.520927,1.027466,0.498384,0.525351,0.44341,45.609715,Brushing
1.359375,0.397225,0.595215,0.420698,0.530304,0.392986,39.682956,Brushing
1.161865,0.401539,0.748779,0.526357,0.608276,0.393774,45.625224,Brushing
1.130371,0.528603,0.852783,0.557412,0.589786,0.358272,48.173152,Brushing
1.067383,0.26679,0.309082,0.481089,0.578701,0.268025,26.320156,Brushing
0.927002,0.210802,0.166504,0.547417,0.58567,0.214164,23.714145,Brushing
0.821045,0.060558,-0.026245,0.599092,0.602924,0.056959,9.062092,Brushing
0.888916,0.500336,0.971436,0.585972,0.616126,0.312101,62.662552,Brushing
0.994629,0.523777,0.983643,0.640615,0.653681,0.353827,33.26187,Brushing
0.874023,0.422978,0.886353,0.634858,0.647303,0.329922,26.544172,Brushing
0.936279,0.430865,0.82373,0.632432,0.674205,0.302067,63.521108,Brushing
1.027588,0.34849,0.406494,0.477271,0.541126,0.23546,32.942564,Brushing
1.177246,0.371322,0.710083,0.608447,0.731034,0.241266,97.54127,Brushing
0.790527,0.31322,0.792358,0.746475,0.806548,0.232787,40.891119,Brushing
1.009033,0.42546,0.851318,0.569722,0.607676,0.374056,49.979946,Brushing
1.043457,0.438325,0.872314,0.588687,0.601249,0.354853,30.757301,Brushing
0.919434,0.393709,0.893311,0.553125,0.558048,0.250145,24.373745,Brushing
0.965576,0.391232,0.776611,0.523403,0.547621,0.289406,49.923818,Brushing
0.904541,0.164224,-0.043213,0.434521,0.454491,0.100745,27.254814,Brushing
0.98584,0.163426,-0.133301,0.455991,0.553474,0.13597,31.747266,Brushing
1.14209,0.322792,0.446777,0.562998,0.625138,0.268658,61.593474,Brushing
0.939209,0.432497,0.733521,0.548774,0.554127,0.211784,25.332978,Brushing
1.07959,0.40274,0.69519,0.520718,0.546164,0.277514,45.519589,Brushing
1.19043,0.265956,0.210571,0.473853,0.540233,0.239762,34.500294,Brushing
1.120605,0.25842,0.198608,0.502544,0.564765,0.234433,50.486598,Brushing
1.044678,0.402861,0.61792,0.525039,0.546922,0.221773,50.756323,Brushing
1.063721,0.364397,0.325806,0.425249,0.510843,0.225885,48.445226,Brushing
1.116455,0.572089,0.962036,0.579829,0.594827,0.395294,56.75574,Brushing
1.019531,0.428654,0.802856,0.491602,0.532604,0.274252,38.577191,Brushing
0.971191,0.521866,1.043823,0.430005,0.480108,0.183432,43.516357,Brushing
1.050049,0.452565,0.859741,0.518569,0.601585,0.246948,55.506085,Brushing
1.286133,0.276676,0.538818,0.549995,0.670457,0.268554,34.917878,Brushing
0.949219,0.187712,0.230835,0.621992,0.701055,0.175259,39.987513,Brushing
0.623779,0.173565,0.281738,0.820962,0.841851,0.146308,16.302447,Brushing
0.474609,0.144144,0.325073,0.884966,0.893269,0.112087,12.483701,Brushing
0.830566,0.240962,0.209961,0.741567,0.76838,0.167548,49.505553,Brushing
0.959717,0.426121,0.789673,0.544448,0.579206,0.155062,49.60622,Brushing
0.99585,0.537788,0.872803,0.504878,0.545847,0.131633,30.357488,Brushing
0.970703,0.473679,0.774902,0.526567,0.563607,0.113923,28.066493,Brushing
0.999268,0.347581,0.565552,0.512686,0.554995,0.188258,45.0527,Brushing
1.166748,0.197765,0.445313,0.498169,0.625828,0.234343,25.325966,Brushing
1.163574,0.132022,0.469238,0.461641,0.559495,0.25731,22.033737,Brushing
1.154785,0.271651,0.608276,0.409829,0.504416,0.270109,23.764958,Brushing
1.037354,0.362967,1.022095,0.431792,0.523364,0.247236,30.341916,Brushing
0.922119,0.285868,0.224609,0.473477,0.504622,0.146055,51.685574,Brushing
1.045898,0.456964,0.650024,0.532202,0.562008,0.193364,23.013339,Brushing
0.914795,0.390385,0.667236,0.601372,0.64141,0.201155,25.174151,Brushing
0.865723,0.251775,0.209961,0.658965,0.701644,0.20359,41.46624,Brushing
1.041992,0.465501,0.778442,0.626919,0.644936,0.30779,38.674693,Brushing
1.033447,0.349085,0.621338,0.408667,0.434928,0.254134,29.747927,Brushing
0.983887,0.435111,0.757568,0.635322,0.650357,0.313044,25.636099,Brushing
1.001953,0.464407,0.788696,0.560591,0.604453,0.32361,39.841913,Brushing
1.070068,0.172917,-0.025269,0.405137,0.490698,0.163997,20.103145,Brushing
0.88501,0.154802,-0.227295,0.369272,0.41585,0.119596,14.387758,Brushing
1.00293,0.293941,0.074219,0.463223,0.544423,0.196537,51.643296,Brushing
0.675537,0.277128,0.296143,0.721597,0.743722,0.178931,35.77586,Brushing
1.056885,0.260911,0.411133,0.587495,0.670149,0.190271,63.846014,Brushing
1.05957,0.274932,0.06897,0.536465,0.57812,0.266163,35.807572,Brushing
0.962158,0.493187,0.908936,0.684131,0.709488,0.248413,50.508998,Brushing
1.068848,0.418454,0.417114,0.574282,0.634913,0.234818,48.00203,Brushing
0.053711,0.207042,0.682007,0.851743,0.859194,0.127015,64.931667,Brushing
0.364502,0.204168,0.55249,0.912944,0.923161,0.126615,29.79868,Brushing
0.708008,0.200971,0.342285,0.847158,0.889909,0.194815,28.691105,Brushing
0.891602,0.385512,0.619141,0.802593,0.828869,0.261885,32.920168,Brushing
0.803955,0.350794,0.653809,0.808018,0.837706,0.282424,52.978409,Brushing
1.109131,0.729233,1.282471,0.763633,0.819985,0.54746,43.673092,Brushing
1.043213,0.454037,0.58374,0.691895,0.762302,0.283706,55.183644,Brushing
0.730713,0.232864,0.543457,0.735132,0.792908,0.162974,22.087201,Brushing
0.662354,0.234367,0.361572,0.803906,0.836017,0.175048,12.826917,Brushing
-0.608398,0.210738,0.120605,0.604712,0.634932,0.258553,60.146864,Brushing
-0.37207,0.644505,0.976929,0.659995,0.809027,0.500517,104.361654,Brushing
-0.354248,1.059072,1.928833,0.780415,0.987552,0.596989,76.809233,Brushing
-0.401855,0.790694,1.432251,0.737534,0.85068,0.450768,72.127637,Brushing
-0.570557,0.745931,1.034912,0.676348,0.777089,0.27933,70.45781,Brushing
-0.571045,0.436778,0.87439,0.49062,0.555352,0.286369,58.272561,Brushing
-0.427734,0.768134,1.280029,0.718936,0.827041,0.30031,71.1101,Brushing
-0.39624,0.952286,1.571899,0.751318,0.913413,0.49237,85.46078,Brushing
-0.432617,0.702649,1.310425,0.69293,0.817575,0.348718,80.354221,Brushing
-0.377197,0.676256,1.504272,0.644038,0.783223,0.364213,56.838128,Brushing
-0.342041,0.881091,1.904053,0.684219,0.850474,0.433637,47.39931,Brushing
-0.338379,0.599265,1.374634,0.622129,0.710669,0.22853,28.073983,Brushing
-0.197998,0.783343,1.629883,0.767832,0.844826,0.381334,74.330244,Brushing
-0.251953,0.899713,1.625244,0.746934,0.866728,0.377896,69.851269,Brushing
-0.253662,0.770916,1.514282,0.687856,0.783595,0.33238,74.672244,Brushing
-0.322266,0.35223,0.979004,0.658687,0.706624,0.259292,105.44972,Brushing
-0.380371,0.465002,0.935059,0.651895,0.708088,0.310514,73.648151,Brushing
-0.60498,0.599419,0.404053,0.554146,0.664775,0.367876,37.50054,Brushing
-0.68335,0.586938,0.439331,0.584224,0.709172,0.346891,33.73246,Brushing
-0.71875,0.485379,0.271729,0.537212,0.644505,0.254057,32.287785,Brushing
-0.762695,0.377588,0.202393,0.426909,0.511855,0.187231,29.015031,Brushing
-0.805176,0.326582,0.240234,0.328325,0.396394,0.126752,31.70555,Brushing
-0.856445,0.546399,0.459351,0.461411,0.546749,0.237888,26.375213,Brushing
-0.777344,0.392548,0.153442,0.398013,0.462458,0.214899,27.332603,Brushing
-0.339355,0.076496,-0.666138,0.539238,0.554337,0.075832,47.900756,Brushing
-0.767578,0.476912,0.36084,0.367773,0.405128,0.25889,41.909206,Brushing
-0.754883,0.798039,1.095947,0.371934,0.438941,0.343172,44.272476,Brushing
-0.798096,0.694158,0.908569,0.422314,0.480601,0.277072,56.959683,Brushing
-0.823486,0.337032,-0.047729,0.282964,0.345124,0.219624,42.612182,Brushing
-0.815186,0.447296,0.280884,0.372568,0.435986,0.256508,36.36479,Brushing
-0.813477,0.491889,0.268799,0.330962,0.39834,0.317198,34.154932,Brushing
-0.849121,0.435873,0.204224,0.315313,0.378379,0.259735,44.328694,Brushing
-0.86084,0.556536,0.475952,0.349561,0.415636,0.228887,27.354107,Brushing
-0.720459,0.358915,0.298584,0.371177,0.469474,0.299982,34.014296,Brushing
-0.80835,0.496763,0.182251,0.472827,0.578705,0.304088,41.04836,Brushing
-0.789551,0.412125,0.207397,0.423887,0.51615,0.248066,27.004249,Brushing
-0.767822,0.413121,0.15625,0.34915,0.432652,0.28325,29.003819,Brushing
-0.758789,0.409264,0.082153,0.291704,0.3607,0.272204,19.23669,Brushing
-0.750488,0.310891,0.103394,0.230283,0.279089,0.277651,17.308782,Brushing
-0.820801,0.386899,0.096313,0.269648,0.334019,0.19944,27.182685,Brushing
-0.868896,0.368379,0.095459,0.369185,0.444084,0.232681,18.219934,Brushing
-0.771729,0.41878,0.165771,0.319497,0.397051,0.277974,24.126634,Brushing
-0.828857,0.429035,0.166138,0.273086,0.322448,0.244104,24.241648,Brushing
-0.785156,0.345323,-0.056396,0.238696,0.283648,0.284382,16.653527,Brushing
-0.812744,0.392621,0.095947,0.303208,0.348452,0.26682,24.769281,Brushing
-0.498047,0.318606,0.025146,0.515825,0.601532,0.288584,42.96653,Brushing
-0.374756,0.155502,-0.52417,0.6429,0.655669,0.12051,35.188864,Brushing
-0.72168,0.778134,0.635254,0.416509,0.500481,0.412305,56.017839,Brushing
-0.722168,0.782135,1.013062,0.483174,0.574054,0.366885,55.326226,Brushing
-0.716309,0.462822,0.566284,0.400308,0.485994,0.29254,79.136279,Brushing
-0.473389,0.267149,0.571777,0.388223,0.468338,0.479635,16.283711,Brushing
-0.74585,0.358328,0.599976,0.374897,0.444533,0.344758,78.980353,Brushing
-0.683594,0.615011,0.795654,0.491016,0.577654,0.278616,53.60149,Brushing
-0.60791,0.248237,0.3396,0.464902,0.53148,0.423372,37.04258,Brushing
-0.812988,0.517991,0.633789,0.442817,0.49633,0.193924,38.779162,Brushing
-0.797119,0.354207,0.404907,0.412871,0.461959,0.17065,59.557583,Brushing
-0.75708,0.405606,0.478394,0.295757,0.370283,0.235072,36.414451,Brushing
-0.829346,0.289982,0.278076,0.315894,0.366497,0.192614,44.237216,Brushing
-0.759521,0.323428,0.539307,0.497515,0.567904,0.27037,48.35782,Brushing
-0.602539,0.270034,0.604736,0.507642,0.580091,0.347333,29.041713,Brushing
-0.684814,0.298683,0.52124,0.430483,0.496442,0.323488,54.247211,Brushing
-0.750488,0.381432,0.789917,0.390503,0.444535,0.239686,28.658165,Brushing
-0.788818,0.373091,0.65564,0.370396,0.43641,0.220431,29.661753,Brushing
-0.750732,0.543236,0.849121,0.466763,0.546113,0.194216,44.517368,Brushing
-0.753662,0.435419,0.720825,0.420635,0.491693,0.205363,28.524188,Brushing
-0.393799,0.398726,0.493042,0.70877,0.75707,0.320552,67.557522,Brushing
-0.181396,0.105853,-0.695679,0.504985,0.520136,0.094812,31.167212,Brushing
-0.416504,0.61817,0.566772,0.395181,0.470151,0.259738,46.128495,Brushing
-0.827393,0.388905,0.581543,0.40561,0.487913,0.168672,41.024368,Brushing
-0.788574,0.428827,0.62793,0.467305,0.532082,0.161614,36.742686,Brushing
-0.7854,0.424272,0.641846,0.457417,0.513043,0.192993,45.193261,Brushing
-0.556396,0.329787,0.471069,0.653999,0.705583,0.264706,36.280503,Brushing
-0.624268,0.251518,0.578979,0.613525,0.643279,0.136984,58.209616,Brushing
-0.317383,0.689605,0.479614,0.629126,0.693182,0.424084,62.870072,Brushing
-0.145752,0.520973,0.038696,0.748311,0.903289,0.623783,57.120986,Brushing
-0.157471,0.551983,0.226074,0.796948,0.897347,0.582952,64.995487,Brushing
-0.458008,0.866153,0.970093,0.71061,0.74796,0.473005,58.92932,Brushing
-0.537109,1.031106,0.824585,0.666011,0.714285,0.712746,77.261658,Brushing
-0.47168,0.61126,0.547119,0.69022,0.795811,0.468284,49.269467,Brushing
0.01123,0.330786,-0.223511,0.803936,0.96041,0.64321,55.147653,Brushing
-0.133545,0.298286,-0.213379,0.762847,0.91484,0.605803,58.116782,Brushing
-0.354492,0.732512,0.437866,0.718135,0.776773,0.53122,51.205797,Brushing
-0.519531,1.096759,1.624756,0.725317,0.741547,0.597513,54.542575,Brushing
-0.279785,0.499366,0.404785,0.755557,0.846109,0.488713,38.805357,Brushing
-0.098633,0.242959,-0.137329,0.714736,0.855229,0.539188,46.490999,Brushing
-0.203369,0.282366,-0.198975,0.715337,0.856576,0.53922,48.797907,Brushing
-0.158936,0.268702,-0.2229,0.705693,0.84048,0.579605,54.596609,Brushing
-0.46582,0.692008,0.690674,0.729785,0.781755,0.38747,42.311379,Brushing
-0.477783,0.92763,0.996338,0.774731,0.794025,0.522675,57.649458,Brushing
-0.439209,0.878926,0.809692,0.740913,0.765301,0.559459,52.934682,Brushing
-0.468506,0.758037,0.568359,0.667598,0.705243,0.519915,61.70945,Brushing
-0.211182,0.3787,0.089844,0.745186,0.833422,0.484031,55.460785,Brushing
-0.093506,0.319984,-0.213135,0.718457,0.865981,0.615904,58.137419,Brushing
0.027344,0.344975,-0.229736,0.721265,0.857418,0.581366,62.782153,Brushing
-0.033447,0.28061,-0.214722,0.719497,0.846396,0.517076,53.06397,Brushing
-0.218994,0.485341,-0.021606,0.671221,0.755583,0.509384,51.395235,Brushing
-0.351074,1.007315,0.703003,0.746426,0.793075,0.702316,54.688664,Brushing
-0.426514,0.8724,0.712769,0.723286,0.769561,0.537101,54.168002,Brushing
-0.029053,0.299884,-0.048096,0.794351,0.916672,0.548254,52.345539,Brushing
0.012939,0.283235,-0.276001,0.665479,0.793519,0.533706,55.771822,Brushing
-0.429688,0.850493,0.558472,0.74981,0.798363,0.532003,45.970504,Brushing
-0.3125,0.696195,0.542358,0.779888,0.826462,0.474783,60.07761,Brushing
-0.448486,0.91786,1.170288,0.637329,0.666708,0.416622,66.365491,Brushing
-0.412598,0.871984,0.542847,0.59396,0.669863,0.540334,52.67655,Brushing
-0.452393,0.595677,0.017212,0.668081,0.784192,0.505411,52.251774,Brushing
-0.460205,1.066844,0.819702,0.621763,0.655901,0.581506,50.311177,Brushing
-0.206299,0.640274,0.088745,0.822583,0.90711,0.638375,58.369825,Brushing
-0.095947,0.375703,-0.102173,0.820415,0.957959,0.638271,66.216816,Brushing
-0.475098,0.764864,0.792969,0.629561,0.689985,0.387754,50.387029,Brushing
-0.49585,0.659458,0.540161,0.694487,0.754723,0.364835,39.804262,Brushing
-0.421631,0.886981,0.91333,0.730728,0.810527,0.495241,57.98658,Brushing
-0.020508,0.635633,0.508667,0.806655,0.974366,0.451983,55.760645,Brushing
-0.498535,0.595582,0.680664,0.713359,0.843032,0.362239,33.918797,Brushing
-0.499756,0.702956,0.838989,0.731743,0.852504,0.379898,43.678599,Brushing
-0.022949,0.585645,0.259521,0.751587,0.909188,0.442681,47.68733,Brushing
0.135498,0.465137,-0.056396,0.794409,0.954648,0.425643,59.708041,Brushing
-0.199463,0.473267,0.258423,0.704116,0.859393,0.346212,55.928037,Brushing
-0.597656,0.487524,0.74585,0.649028,0.715769,0.254736,33.525235,Brushing
-0.500977,0.670554,1.024414,0.719131,0.790065,0.242166,31.593112,Brushing
-0.508301,0.654301,1.140015,0.747695,0.842987,0.264643,35.753785,Brushing
-0.483643,0.525509,0.871094,0.697227,0.771634,0.253301,40.006474,Brushing
-0.201416,0.420792,0.315063,0.740142,0.842328,0.337307,44.961195,Brushing
-0.042725,0.465497,0.188354,0.804453,0.96056,0.391164,50.335038,Brushing
-0.134277,0.520825,0.187256,0.684355,0.802027,0.420676,49.238616,Brushing
0.054443,0.451081,0.051147,0.743901,0.88494,0.379454,53.348563,Brushing
-0.280762,0.468773,0.255981,0.756343,0.86071,0.36685,46.437326,Brushing
-0.595459,0.559332,0.609497,0.643213,0.710643,0.257855,61.379117,Brushing
-0.457764,0.741371,0.900757,0.730464,0.775414,0.328085,35.873608,Brushing
-0.413086,0.614469,0.307983,0.633716,0.731248,0.306153,36.392932,Brushing
-0.343018,0.695872,0.224365,0.59832,0.686759,0.393159,35.747673,Brushing
-0.289307,0.60499,0.322632,0.680952,0.763201,0.364741,39.521021,Brushing
-0.447998,0.664479,0.50354,0.663203,0.687879,0.340651,30.715642,Brushing
-0.566895,0.656157,0.451294,0.572139,0.610696,0.37177,42.666686,Brushing
-0.031738,0.515727,0.053101,0.687871,0.819993,0.441059,42.271231,Brushing
-0.276611,0.53481,0.088989,0.751079,0.925011,0.393632,54.108359,Brushing
-0.423096,0.744685,0.435303,0.628672,0.675482,0.436599,42.168511,Brushing
-0.2854,0.627289,0.211182,0.679517,0.773288,0.417432,44.389137,Brushing
-0.321045,0.456775,-0.00769,0.701538,0.844052,0.343236,52.382466,Brushing
-0.307129,0.641447,0.232178,0.710771,0.790699,0.423497,51.7591,Brushing
-0.569824,0.597124,0.753784,0.716675,0.804969,0.376023,29.199018,Brushing
-0.503174,0.64216,0.940918,0.751782,0.86941,0.361812,34.848541,Brushing
-0.519531,0.525949,0.566895,0.720625,0.816563,0.398241,46.870848,Brushing
-0.331299,0.414159,0.127686,0.730088,0.871795,0.361267,46.169307,Brushing
-0.096436,0.375433,-0.042358,0.75812,0.91343,0.34562,48.603728,Brushing
-0.319092,0.569107,0.130127,0.772563,0.915822,0.475838,44.9804,Brushing
-0.34082,0.591382,0.429688,0.730757,0.867952,0.465512,55.280334,Brushing
-0.166992,0.41014,0.064941,0.701548,0.803741,0.295429,34.605239,Brushing
-0.168457,0.541028,0.349731,0.816528,0.913765,0.406932,38.056781,Brushing
-0.440674,0.764421,0.650513,0.811699,0.906607,0.441362,53.644293,Brushing
-0.32666,0.89074,0.732666,0.768564,0.794407,0.481484,43.918224,Brushing
-0.210449,0.590139,0.210449,0.732964,0.890169,0.479781,43.420911,Brushing
-0.101318,0.783963,0.537476,0.800698,0.938555,0.615611,43.294377,Brushing
-0.419189,1.003471,0.659058,0.687324,0.721275,0.557969,29.087385,Brushing
-0.213135,0.85065,0.428711,0.772192,0.883514,0.551688,53.204454,Brushing
-0.304443,0.643847,0.259277,0.731973,0.905426,0.551272,39.330897,Brushing
-0.275146,0.630684,0.048584,0.727744,0.885195,0.533206,38.769997,Brushing
-0.216797,0.606272,0.071411,0.669751,0.819799,0.47961,38.726228,Brushing
-0.313965,0.796728,0.408203,0.741504,0.843896,0.495532,38.716742,Brushing
-0.390381,0.87638,0.826538,0.77,0.785715,0.441953,32.560583,Brushing
-0.226074,0.627545,0.244995,0.784785,0.90935,0.492232,51.678978,Brushing
-0.392578,0.53486,0.105347,0.697896,0.833129,0.38629,32.58724,Brushing
-0.334961,0.846435,0.578003,0.656992,0.693167,0.510324,40.323415,Brushing
-0.467773,0.93837,1.006836,0.711797,0.723925,0.38083,31.497604,Brushing
-0.350342,0.789976,0.373413,0.727383,0.781362,0.492338,37.055179,Brushing
-0.173584,0.516137,-0.108643,0.720015,0.880867,0.469858,36.998932,Brushing
-0.398682,0.769282,0.358765,0.69605,0.78334,0.497583,38.37732,Brushing
-0.34668,0.931048,1.025513,0.780161,0.858833,0.525624,41.441651,Brushing
-0.120117,0.676206,0.551147,0.829204,0.977027,0.518087,41.959486,Brushing
0.05957,0.542453,0.078491,0.713848,0.882088,0.555504,46.977863,Brushing
0.040771,0.484262,0.041992,0.719888,0.875043,0.485313,42.680476,Brushing
-0.480469,0.688478,0.741333,0.780562,0.86188,0.398387,22.952181,Brushing
-0.462158,0.699698,0.940674,0.827573,0.912175,0.391382,27.038472,Brushing
-0.41748,0.725235,0.712036,0.799131,0.901327,0.521971,26.175647,Brushing
-0.346436,0.552817,0.493896,0.760986,0.835326,0.378839,37.695345,Brushing
-0.039795,0.443694,0.009277,0.695439,0.837159,0.43165,39.950228,Brushing
-0.07959,0.421014,-0.025513,0.723057,0.859331,0.445475,38.089932,Brushing
-0.362061,0.428841,0.087769,0.75269,0.850408,0.418403,25.683178,Brushing
-0.483643,0.604393,0.875122,0.788379,0.856696,0.335669,21.875957,Brushing
-0.490967,0.666046,0.810669,0.799287,0.871171,0.390982,24.073222,Brushing
-0.181152,0.370066,-0.027832,0.89814,1.423185,0.941432,53.193925,other
-0.017822,0.37315,-0.224609,0.835371,1.38665,1.049874,54.517719,other
-0.023682,0.385259,-0.282471,0.878823,1.449068,1.078816,56.890144,other
-0.222656,0.380803,0.022583,0.889653,1.432258,0.980576,55.137517,other
-0.25415,0.33413,-0.290039,0.815806,1.334808,0.912752,48.615697,other
-0.177002,0.300945,-0.404053,0.66667,1.080752,0.671925,53.492047,other
-0.29834,0.308661,-0.091675,0.756631,1.206622,0.767398,56.428774,other
-0.364014,0.343175,-0.102173,0.856519,1.425954,1.020068,56.417184,other
-0.364746,0.354711,0.128052,0.800234,1.231275,0.815393,51.417565,other
-0.376709,0.274858,-0.249512,0.887695,1.409307,0.968331,65.253812,other
-0.363525,0.293544,-0.394653,0.789795,1.211233,0.772551,61.939563,other
-0.276855,0.292139,-0.375122,0.766362,1.102148,0.643153,52.545824,other
-0.307129,0.351292,-0.138184,0.983301,1.557957,1.044305,49.919557,other
-0.415527,0.311536,-0.266357,0.866455,1.293591,0.821527,55.298418,other
-0.403564,0.30852,-0.084839,0.815864,1.27877,0.807421,53.401975,other
-0.374268,0.280403,-0.14563,0.720518,1.179788,0.730237,55.677806,other
-0.302246,0.394321,0.115479,0.89541,1.429645,0.970493,49.246833,other
-0.303955,0.358501,0.081421,0.833906,1.322034,0.821861,50.07216,other
-0.420654,0.238717,-0.383789,0.728276,1.173677,0.784234,53.534982,other
-0.434082,0.242799,-0.185669,0.816587,1.273394,0.808028,45.963773,other
-0.415771,0.265467,-0.438477,0.744434,1.180392,0.728425,49.818658,other
-0.450195,0.27037,-0.321289,0.758589,1.15571,0.691093,46.018046,other
-0.448486,0.214149,-0.29895,0.792261,1.258932,0.76685,39.24207,other
-0.503174,0.251615,-0.308838,0.658647,0.988062,0.581439,48.633374,other
-0.496582,0.246832,-0.332886,0.721294,1.14772,0.754116,49.880331,other
-0.432373,0.232986,-0.312622,0.674175,1.062349,0.60059,38.417926,other
-0.42627,0.200956,-0.40686,0.627476,0.929578,0.489406,40.225153,other
-0.454346,0.258965,-0.336548,0.674121,1.087055,0.666312,38.515575,other
-0.515137,0.292559,-0.263062,0.806284,1.210331,0.735635,45.13475,other
-0.503906,0.193519,-0.329712,0.666167,1.016665,0.605225,50.782774,other
